,Province/State,Country/Region,Lat,Long,Date,Confirmed,Recovered,Deaths
0,,Thailand,15.0,101.0,1/22/20,2,0,0
1,,Japan,36.0,138.0,1/22/20,2,0,0
2,,Singapore,1.2833,103.8333,1/22/20,0,0,0
3,,Nepal,28.1667,84.25,1/22/20,0,0,0
4,,Malaysia,2.5,112.5,1/22/20,0,0,0
5,British Columbia,Canada,49.2827,-123.1207,1/22/20,0,0,0
6,New South Wales,Australia,-33.8688,151.2093,1/22/20,0,0,0
7,Victoria,Australia,-37.8136,144.9631,1/22/20,0,0,0
8,Queensland,Australia,-28.0167,153.4,1/22/20,0,0,0
9,,Cambodia,11.55,104.9167,1/22/20,0,0,0
10,,Sri Lanka,7.0,81.0,1/22/20,0,0,0
11,,Germany,51.0,9.0,1/22/20,0,0,0
12,,Finland,64.0,26.0,1/22/20,0,0,0
13,,United Arab Emirates,24.0,54.0,1/22/20,0,0,0
14,,Philippines,13.0,122.0,1/22/20,0,0,0
15,,India,21.0,78.0,1/22/20,0,0,0
16,,Italy,43.0,12.0,1/22/20,0,0,0
17,,Sweden,63.0,16.0,1/22/20,0,0,0
18,,Spain,40.0,-4.0,1/22/20,0,0,0
19,South Australia,Australia,-34.9285,138.6007,1/22/20,0,0,0
20,,Belgium,50.8333,4.0,1/22/20,0,0,0
21,,Egypt,26.0,30.0,1/22/20,0,0,0
22,From Diamond Princess,Australia,35.4437,139.638,1/22/20,0,0,0
23,,Lebanon,33.8547,35.8623,1/22/20,0,0,0
24,,Iraq,33.0,44.0,1/22/20,0,0,0
25,,Oman,21.0,57.0,1/22/20,0,0,0
26,,Afghanistan,33.0,65.0,1/22/20,0,0,0
27,,Bahrain,26.0275,50.55,1/22/20,0,0,0
28,,Kuwait,29.5,47.75,1/22/20,0,0,0
29,,Algeria,28.0339,1.6596,1/22/20,0,0,0
30,,Croatia,45.1,15.2,1/22/20,0,0,0
31,,Switzerland,46.8182,8.2275,1/22/20,0,0,0
32,,Austria,47.5162,14.5501,1/22/20,0,0,0
33,,Israel,31.0,35.0,1/22/20,0,0,0
34,,Pakistan,30.3753,69.3451,1/22/20,0,0,0
35,,Brazil,-14.235,-51.9253,1/22/20,0,0,0
36,,Georgia,42.3154,43.3569,1/22/20,0,0,0
37,,Greece,39.0742,21.8243,1/22/20,0,0,0
38,,North Macedonia,41.6086,21.7453,1/22/20,0,0,0
39,,Norway,60.472,8.4689,1/22/20,0,0,0
40,,Romania,45.9432,24.9668,1/22/20,0,0,0
41,,Estonia,58.5953,25.0136,1/22/20,0,0,0
42,,Netherlands,52.1326,5.2913,1/22/20,0,0,0
43,,San Marino,43.9424,12.4578,1/22/20,0,0,0
44,,Belarus,53.7098,27.9534,1/22/20,0,0,0
45,,Iceland,64.9631,-19.0208,1/22/20,0,0,0
46,,Lithuania,55.1694,23.8813,1/22/20,0,0,0
47,,Mexico,23.6345,-102.5528,1/22/20,0,0,0
48,,New Zealand,-40.9006,174.886,1/22/20,0,0,0
49,,Nigeria,9.082,8.6753,1/22/20,0,0,0
50,Western Australia,Australia,-31.9505,115.8605,1/22/20,0,0,0
51,,Ireland,53.1424,-7.6921,1/22/20,0,0,0
52,,Luxembourg,49.8153,6.1296,1/22/20,0,0,0
53,,Monaco,43.7333,7.4167,1/22/20,0,0,0
54,,Qatar,25.3548,51.1839,1/22/20,0,0,0
55,,Ecuador,-1.8312,-78.1834,1/22/20,0,0,0
56,,Azerbaijan,40.1431,47.5769,1/22/20,0,0,0
57,,Armenia,40.0691,45.0382,1/22/20,0,0,0
58,,Dominican Republic,18.7357,-70.1627,1/22/20,0,0,0
59,,Indonesia,-0.7893,113.9213,1/22/20,0,0,0
60,,Portugal,39.3999,-8.2245,1/22/20,0,0,0
61,,Andorra,42.5063,1.5218,1/22/20,0,0,0
62,Tasmania,Australia,-41.4545,145.9707,1/22/20,0,0,0
63,,Latvia,56.8796,24.6032,1/22/20,0,0,0
64,,Morocco,31.7917,-7.0926,1/22/20,0,0,0
65,,Saudi Arabia,24.0,45.0,1/22/20,0,0,0
66,,Senegal,14.4974,-14.4524,1/22/20,0,0,0
67,,Argentina,-38.4161,-63.6167,1/22/20,0,0,0
68,,Chile,-35.6751,-71.543,1/22/20,0,0,0
69,,Jordan,31.24,36.51,1/22/20,0,0,0
70,,Ukraine,48.3794,31.1656,1/22/20,0,0,0
71,,Hungary,47.1625,19.5033,1/22/20,0,0,0
72,Northern Territory,Australia,-12.4634,130.8456,1/22/20,0,0,0
73,,Liechtenstein,47.14,9.55,1/22/20,0,0,0
74,,Poland,51.9194,19.1451,1/22/20,0,0,0
75,,Tunisia,34.0,9.0,1/22/20,0,0,0
76,,Bosnia and Herzegovina,43.9159,17.6791,1/22/20,0,0,0
77,,Slovenia,46.1512,14.9955,1/22/20,0,0,0
78,,South Africa,-30.5595,22.9375,1/22/20,0,0,0
79,,Bhutan,27.5142,90.4336,1/22/20,0,0,0
80,,Cameroon,3.8480000000000003,11.5021,1/22/20,0,0,0
81,,Colombia,4.5709,-74.2973,1/22/20,0,0,0
82,,Costa Rica,9.7489,-83.7534,1/22/20,0,0,0
83,,Peru,-9.19,-75.0152,1/22/20,0,0,0
84,,Serbia,44.0165,21.0059,1/22/20,0,0,0
85,,Slovakia,48.669,19.699,1/22/20,0,0,0
86,,Togo,8.6195,0.8248,1/22/20,0,0,0
87,,French Guiana,3.9339,-53.1258,1/22/20,0,0,0
88,,Malta,35.9375,14.3754,1/22/20,0,0,0
89,,Martinique,14.6415,-61.0242,1/22/20,0,0,0
90,,Bulgaria,42.7339,25.4858,1/22/20,0,0,0
91,,Maldives,3.2028,73.2207,1/22/20,0,0,0
92,,Bangladesh,23.685,90.3563,1/22/20,0,0,0
93,,Paraguay,-23.4425,-58.4438,1/22/20,0,0,0
94,Ontario,Canada,51.2538,-85.3232,1/22/20,0,0,0
95,Alberta,Canada,53.9333,-116.5765,1/22/20,0,0,0
96,Quebec,Canada,52.9399,-73.5491,1/22/20,0,0,0
97,,Albania,41.1533,20.1683,1/22/20,0,0,0
98,,Cyprus,35.1264,33.4299,1/22/20,0,0,0
99,,Brunei,4.5353,114.7277,1/22/20,0,0,0
100,Washington,US,47.4009,-121.4905,1/22/20,0,0,0
101,New York,US,42.1657,-74.9481,1/22/20,0,0,0
102,California,US,36.1162,-119.6816,1/22/20,0,0,0
103,Massachusetts,US,42.2302,-71.5301,1/22/20,0,0,0
104,Diamond Princess,US,35.4437,139.638,1/22/20,0,0,0
105,Grand Princess,US,37.6489,-122.6655,1/22/20,0,0,0
106,Georgia,US,33.0406,-83.6431,1/22/20,0,0,0
107,Colorado,US,39.0598,-105.3111,1/22/20,0,0,0
108,Florida,US,27.7663,-81.6868,1/22/20,0,0,0
109,New Jersey,US,40.2989,-74.521,1/22/20,0,0,0
110,Oregon,US,44.571999999999996,-122.0709,1/22/20,0,0,0
111,Texas,US,31.0545,-97.5635,1/22/20,0,0,0
112,Illinois,US,40.3495,-88.9861,1/22/20,0,0,0
113,Pennsylvania,US,40.5908,-77.2098,1/22/20,0,0,0
114,Iowa,US,42.0115,-93.2105,1/22/20,0,0,0
115,Maryland,US,39.0639,-76.8021,1/22/20,0,0,0
116,North Carolina,US,35.6301,-79.8064,1/22/20,0,0,0
117,South Carolina,US,33.8569,-80.945,1/22/20,0,0,0
118,Tennessee,US,35.7478,-86.6923,1/22/20,0,0,0
119,Virginia,US,37.7693,-78.17,1/22/20,0,0,0
120,Arizona,US,33.7298,-111.4312,1/22/20,0,0,0
121,Indiana,US,39.8494,-86.2583,1/22/20,0,0,0
122,Kentucky,US,37.6681,-84.6701,1/22/20,0,0,0
123,District of Columbia,US,38.8974,-77.0268,1/22/20,0,0,0
124,Nevada,US,38.3135,-117.0554,1/22/20,0,0,0
125,New Hampshire,US,43.4525,-71.5639,1/22/20,0,0,0
126,Minnesota,US,45.6945,-93.9002,1/22/20,0,0,0
127,Nebraska,US,41.1254,-98.2681,1/22/20,0,0,0
128,Ohio,US,40.3888,-82.7649,1/22/20,0,0,0
129,Rhode Island,US,41.6809,-71.5118,1/22/20,0,0,0
130,Wisconsin,US,44.2685,-89.6165,1/22/20,0,0,0
131,Connecticut,US,41.5978,-72.7554,1/22/20,0,0,0
132,Hawaii,US,21.0943,-157.4983,1/22/20,0,0,0
133,Oklahoma,US,35.5653,-96.9289,1/22/20,0,0,0
134,Utah,US,40.15,-111.8624,1/22/20,0,0,0
135,,Burkina Faso,12.2383,-1.5616,1/22/20,0,0,0
136,,Holy See,41.9029,12.4534,1/22/20,0,0,0
137,,Mongolia,46.8625,103.8467,1/22/20,0,0,0
138,,Panama,8.538,-80.7821,1/22/20,0,0,0
139,Kansas,US,38.5266,-96.7265,1/22/20,0,0,0
140,Louisiana,US,31.1695,-91.8678,1/22/20,0,0,0
141,Missouri,US,38.4561,-92.2884,1/22/20,0,0,0
142,Vermont,US,44.0459,-72.7107,1/22/20,0,0,0
143,Alaska,US,61.3707,-152.4044,1/22/20,0,0,0
144,Arkansas,US,34.9697,-92.3731,1/22/20,0,0,0
145,Delaware,US,39.3185,-75.5071,1/22/20,0,0,0
146,Idaho,US,44.2405,-114.4788,1/22/20,0,0,0
147,Maine,US,44.6939,-69.3819,1/22/20,0,0,0
148,Michigan,US,43.3266,-84.5361,1/22/20,0,0,0
149,Mississippi,US,32.7416,-89.6787,1/22/20,0,0,0
150,Montana,US,46.9219,-110.4544,1/22/20,0,0,0
151,New Mexico,US,34.8405,-106.2485,1/22/20,0,0,0
152,North Dakota,US,47.5289,-99.78399999999999,1/22/20,0,0,0
153,South Dakota,US,44.2998,-99.4388,1/22/20,0,0,0
154,West Virginia,US,38.4912,-80.9545,1/22/20,0,0,0
155,Wyoming,US,42.756,-107.3025,1/22/20,0,0,0
156,Hubei,China,30.9756,112.2707,1/22/20,444,28,17
157,,Iran,32.0,53.0,1/22/20,0,0,0
158,,"Korea, South",36.0,128.0,1/22/20,1,0,0
159,France,France,46.2276,2.2137,1/22/20,0,0,0
160,Guangdong,China,23.3417,113.4244,1/22/20,26,0,0
161,Henan,China,33.882,113.61399999999999,1/22/20,5,0,0
162,Zhejiang,China,29.1832,120.0934,1/22/20,10,0,0
163,Hunan,China,27.6104,111.7088,1/22/20,4,0,0
164,Anhui,China,31.8257,117.2264,1/22/20,1,0,0
165,Jiangxi,China,27.614,115.7221,1/22/20,2,0,0
166,Shandong,China,36.3427,118.1498,1/22/20,2,0,0
167,Diamond Princess,Cruise Ship,35.4437,139.638,1/22/20,0,0,0
168,Jiangsu,China,32.9711,119.455,1/22/20,1,0,0
169,Chongqing,China,30.0572,107.874,1/22/20,6,0,0
170,Sichuan,China,30.6171,102.7103,1/22/20,5,0,0
171,Heilongjiang,China,47.861999999999995,127.7615,1/22/20,0,0,0
172,Denmark,Denmark,56.2639,9.5018,1/22/20,0,0,0
173,Beijing,China,40.1824,116.4142,1/22/20,14,0,0
174,Shanghai,China,31.201999999999998,121.4491,1/22/20,9,0,0
175,Hebei,China,39.549,116.1306,1/22/20,1,0,0
176,Fujian,China,26.0789,117.9874,1/22/20,1,0,0
177,Guangxi,China,23.8298,108.7881,1/22/20,2,0,0
178,Shaanxi,China,35.1917,108.8701,1/22/20,0,0,0
179,Yunnan,China,24.974,101.48700000000001,1/22/20,1,0,0
180,Hainan,China,19.1959,109.7453,1/22/20,4,0,0
181,Guizhou,China,26.8154,106.8748,1/22/20,1,0,0
182,Tianjin,China,39.3054,117.323,1/22/20,4,0,0
183,Shanxi,China,37.5777,112.2922,1/22/20,1,0,0
184,Gansu,China,37.8099,101.0583,1/22/20,0,0,0
185,Hong Kong,China,22.3,114.2,1/22/20,0,0,0
186,Liaoning,China,41.2956,122.6085,1/22/20,2,0,0
187,Jilin,China,43.6661,126.1923,1/22/20,0,0,0
188,,Czechia,49.8175,15.472999999999999,1/22/20,0,0,0
189,Xinjiang,China,41.1129,85.2401,1/22/20,0,0,0
190,Inner Mongolia,China,44.0935,113.9448,1/22/20,0,0,0
191,Ningxia,China,37.2692,106.1655,1/22/20,1,0,0
192,,Taiwan*,23.7,121.0,1/22/20,1,0,0
193,,Vietnam,16.0,108.0,1/22/20,0,0,0
194,,Russia,60.0,90.0,1/22/20,0,0,0
195,Qinghai,China,35.7452,95.9956,1/22/20,0,0,0
196,Macau,China,22.1667,113.55,1/22/20,1,0,0
197,,Moldova,47.4116,28.3699,1/22/20,0,0,0
198,,Bolivia,-16.2902,-63.5887,1/22/20,0,0,0
199,Faroe Islands,Denmark,61.8926,-6.9118,1/22/20,0,0,0
200,St Martin,France,18.0708,-63.0501,1/22/20,0,0,0
201,,Honduras,15.2,-86.2419,1/22/20,0,0,0
202,Channel Islands,United Kingdom,49.3723,-2.3644,1/22/20,0,0,0
203,New Brunswick,Canada,46.5653,-66.4619,1/22/20,0,0,0
204,Tibet,China,31.6927,88.0924,1/22/20,0,0,0
205,,Congo (Kinshasa),-4.0383,21.7587,1/22/20,0,0,0
206,,Cote d'Ivoire,7.54,-5.5471,1/22/20,0,0,0
207,Saint Barthelemy,France,17.9,-62.8333,1/22/20,0,0,0
208,,Jamaica,18.1096,-77.2975,1/22/20,0,0,0
209,,Reunion,-21.1151,55.5364,1/22/20,0,0,0
210,,Turkey,38.9637,35.2433,1/22/20,0,0,0
211,Gibraltar,United Kingdom,36.1408,-5.3536,1/22/20,0,0,0
212,"Kitsap, WA",US,47.6477,-122.6413,1/22/20,0,0,0
213,"Solano, CA",US,38.3105,-121.9018,1/22/20,0,0,0
214,"Santa Cruz, CA",US,37.0454,-121.958,1/22/20,0,0,0
215,"Napa, CA",US,38.5025,-122.2654,1/22/20,0,0,0
216,"Ventura, CA",US,34.3705,-119.1391,1/22/20,0,0,0
217,"Worcester, MA",US,42.4097,-71.8571,1/22/20,0,0,0
218,"Gwinnett, GA",US,33.9191,-84.0167,1/22/20,0,0,0
219,"DeKalb, GA",US,33.7956,-84.2279,1/22/20,0,0,0
220,"Floyd, GA",US,37.5455,-82.7779,1/22/20,0,0,0
221,"Fayette, GA",US,33.4502,-84.4803,1/22/20,0,0,0
222,"Gregg, TX",US,32.4893,-94.8521,1/22/20,0,0,0
223,"Monmouth, NJ",US,40.2589,-74.124,1/22/20,0,0,0
224,"Burlington, NJ",US,40.0712,-74.8649,1/22/20,0,0,0
225,"Camden, NJ",US,39.9259,-75.1196,1/22/20,0,0,0
226,"Passaic, NJ",US,40.8568,-74.1285,1/22/20,0,0,0
227,"Union, NJ",US,40.6976,-74.2632,1/22/20,0,0,0
228,"Eagle, CO",US,39.6553,-106.8287,1/22/20,0,0,0
229,"Larimer, CO",US,40.6956,-105.5943,1/22/20,0,0,0
230,"Arapahoe, CO",US,39.6203,-104.3326,1/22/20,0,0,0
231,"Gunnison, CO",US,38.5458,-106.9253,1/22/20,0,0,0
232,"Kane, IL",US,41.9879,-88.4016,1/22/20,0,0,0
233,"Monroe, PA",US,41.0458,-75.2479,1/22/20,0,0,0
234,"Philadelphia, PA",US,39.9526,-75.1652,1/22/20,0,0,0
235,"Norfolk, VA",US,36.8508,-76.2859,1/22/20,0,0,0
236,"Arlington, VA",US,38.8816,-77.09100000000001,1/22/20,0,0,0
237,"Spotsylvania, VA",US,38.2042,-77.6078,1/22/20,0,0,0
238,"Loudoun, VA",US,39.0768,-77.6536,1/22/20,0,0,0
239,"Prince George's, MD",US,38.7849,-76.8721,1/22/20,0,0,0
240,"Pottawattamie, IA",US,41.3912,-95.4778,1/22/20,0,0,0
241,"Camden, NC",US,34.2465,-80.607,1/22/20,0,0,0
242,"Pima, AZ",US,32.0575,-111.6661,1/22/20,0,0,0
243,"Noble, IN",US,41.4277,-85.355,1/22/20,0,0,0
244,"Adams, IN",US,39.8522,-77.2865,1/22/20,0,0,0
245,"Boone, IN",US,40.0106,-86.4997,1/22/20,0,0,0
246,"Dane, WI",US,43.0186,-89.5498,1/22/20,0,0,0
247,"Pierce, WI",US,44.7509,-92.3814,1/22/20,0,0,0
248,"Cuyahoga, OH",US,41.4339,-81.6758,1/22/20,0,0,0
249,"Weber, UT",US,41.2603,-111.9522,1/22/20,0,0,0
250,"Bennington County, VT",US,43.0279,-73.135,1/22/20,0,0,0
251,"Carver County, MN",US,44.8254,-93.7842,1/22/20,0,0,0
252,"Charlotte County, FL",US,26.8946,-81.9098,1/22/20,0,0,0
253,"Cherokee County, GA",US,34.2515,-84.4803,1/22/20,0,0,0
254,"Collin County, TX",US,33.1795,-96.493,1/22/20,0,0,0
255,"Jefferson County, KY",US,38.1938,-85.6435,1/22/20,0,0,0
256,"Jefferson Parish, LA",US,29.6499,-90.1121,1/22/20,0,0,0
257,"Shasta County, CA",US,40.7909,-121.8474,1/22/20,0,0,0
258,"Spartanburg County, SC",US,34.8606,-81.9535,1/22/20,0,0,0
259,"Harrison County, KY",US,38.4333,-84.3542,1/22/20,0,0,0
260,"Johnson County, IA",US,41.6699,-91.5984,1/22/20,0,0,0
261,"Berkshire County, MA",US,42.3118,-73.1822,1/22/20,0,0,0
262,"Davidson County, TN",US,36.1343,-86.822,1/22/20,0,0,0
263,"Douglas County, OR",US,43.1261,-123.2492,1/22/20,0,0,0
264,"Fresno County, CA",US,36.9859,-119.2321,1/22/20,0,0,0
265,"Harford County, MD",US,39.5839,-76.3637,1/22/20,0,0,0
266,"Hendricks County, IN",US,39.8065,-86.5401,1/22/20,0,0,0
267,"Hudson County, NJ",US,40.7453,-74.0535,1/22/20,0,0,0
268,"Johnson County, KS",US,38.8454,-94.8521,1/22/20,0,0,0
269,"Kittitas County, WA",US,47.175,-120.9319,1/22/20,0,0,0
270,"Manatee County, FL",US,27.4799,-82.3452,1/22/20,0,0,0
271,"Marion County, OR",US,44.8446,-122.5927,1/22/20,0,0,0
272,"Okaloosa County, FL",US,30.5773,-86.6611,1/22/20,0,0,0
273,"Polk County, GA",US,34.0132,-85.1479,1/22/20,0,0,0
274,"Riverside County, CA",US,33.9533,-117.3961,1/22/20,0,0,0
275,"Shelby County, TN",US,35.1269,-89.9253,1/22/20,0,0,0
276,"St. Louis County, MO",US,38.6103,-90.4125,1/22/20,0,0,0
277,"Suffolk County, NY",US,40.9849,-72.6151,1/22/20,0,0,0
278,"Ulster County, NY",US,41.8586,-74.3118,1/22/20,0,0,0
279,"Volusia County, FL",US,29.028000000000002,-81.0755,1/22/20,0,0,0
280,"Fairfax County, VA",US,38.9085,-77.2405,1/22/20,0,0,0
281,"Rockingham County, NH",US,42.9931,-71.0498,1/22/20,0,0,0
282,"Washington, D.C.",US,38.9072,-77.0369,1/22/20,0,0,0
283,"Montgomery County, PA",US,40.229,-75.3879,1/22/20,0,0,0
284,"Alameda County, CA",US,37.6017,-121.7195,1/22/20,0,0,0
285,"Broward County, FL",US,26.1901,-80.3659,1/22/20,0,0,0
286,"Lee County, FL",US,26.663,-81.9535,1/22/20,0,0,0
287,"Pinal County, AZ",US,32.8162,-111.2845,1/22/20,0,0,0
288,"Rockland County, NY",US,41.1489,-73.983,1/22/20,0,0,0
289,"Saratoga County, NY",US,43.0324,-73.936,1/22/20,0,0,0
290,"Charleston County, SC",US,32.7957,-79.7848,1/22/20,0,0,0
291,"Clark County, WA",US,45.7466,-122.5194,1/22/20,0,0,0
292,"Cobb County, GA",US,33.8999,-84.5641,1/22/20,0,0,0
293,"Davis County, UT",US,40.9629,-112.0953,1/22/20,0,0,0
294,"El Paso County, CO",US,38.9108,-104.4723,1/22/20,0,0,0
295,"Honolulu County, HI",US,21.307,-157.8584,1/22/20,0,0,0
296,"Jackson County, OR ",US,42.3345,-122.7647,1/22/20,0,0,0
297,"Jefferson County, WA",US,47.7425,-123.304,1/22/20,0,0,0
298,"Kershaw County, SC",US,34.3672,-80.5883,1/22/20,0,0,0
299,"Klamath County, OR",US,42.6953,-121.6142,1/22/20,0,0,0
300,"Madera County, CA",US,37.2519,-119.6963,1/22/20,0,0,0
301,"Pierce County, WA",US,47.0676,-122.1295,1/22/20,0,0,0
302,"Tulsa County, OK",US,36.1593,-95.941,1/22/20,0,0,0
303,"Douglas County, CO",US,39.2587,-104.9389,1/22/20,0,0,0
304,"Providence County, RI",US,41.8882,-71.4774,1/22/20,0,0,0
305,"Chatham County, NC",US,35.7211,-79.1781,1/22/20,0,0,0
306,"Delaware County, PA",US,39.9078,-75.3879,1/22/20,0,0,0
307,"Douglas County, NE",US,41.3148,-96.1951,1/22/20,0,0,0
308,"Fayette County, KY",US,38.0606,-84.4803,1/22/20,0,0,0
309,"Marion County, IN",US,39.8362,-86.1752,1/22/20,0,0,0
310,"Middlesex County, MA",US,42.4672,-71.2874,1/22/20,0,0,0
311,"Nassau County, NY",US,40.6546,-73.5594,1/22/20,0,0,0
312,"Ramsey County, MN",US,44.9964,-93.0616,1/22/20,0,0,0
313,"Washoe County, NV",US,40.5608,-119.6035,1/22/20,0,0,0
314,"Wayne County, PA",US,41.6739,-75.2479,1/22/20,0,0,0
315,"Yolo County, CA",US,38.7646,-121.9018,1/22/20,0,0,0
316,"Santa Clara County, CA",US,37.3541,-121.9552,1/22/20,0,0,0
317,"Clark County, NV",US,36.0796,-115.094,1/22/20,0,0,0
318,"Fort Bend County, TX",US,29.5693,-95.8143,1/22/20,0,0,0
319,"Grant County, WA",US,47.1981,-119.3732,1/22/20,0,0,0
320,"Santa Rosa County, FL",US,30.769000000000002,-86.9824,1/22/20,0,0,0
321,"Williamson County, TN",US,35.9179,-86.8622,1/22/20,0,0,0
322,"New York County, NY",US,40.7128,-74.006,1/22/20,0,0,0
323,"Montgomery County, MD",US,39.1547,-77.2405,1/22/20,0,0,0
324,"Suffolk County, MA",US,42.3601,-71.0589,1/22/20,0,0,0
325,"Denver County, CO",US,39.7392,-104.9903,1/22/20,0,0,0
326,"Summit County, CO",US,39.5912,-106.064,1/22/20,0,0,0
327,"Bergen County, NJ",US,40.9263,-74.077,1/22/20,0,0,0
328,"Harris County, TX",US,29.7752,-95.3103,1/22/20,0,0,0
329,"San Francisco County, CA",US,37.7749,-122.4194,1/22/20,0,0,0
330,"Contra Costa County, CA",US,37.8534,-121.9018,1/22/20,0,0,0
331,"Orange County, CA",US,33.7879,-117.8531,1/22/20,0,0,0
332,"Norfolk County, MA",US,42.1767,-71.1449,1/22/20,0,0,0
333,"Maricopa County, AZ",US,33.2918,-112.4291,1/22/20,0,0,0
334,"Wake County, NC",US,35.8032,-78.5661,1/22/20,0,0,0
335,"Westchester County, NY",US,41.122,-73.7949,1/22/20,0,0,0
336,"Grafton County, NH",US,43.9088,-71.82600000000001,1/22/20,0,0,0
337,"Hillsborough, FL",US,27.9904,-82.3018,1/22/20,0,0,0
338,"Placer County, CA",US,39.0916,-120.8039,1/22/20,0,0,0
339,"San Mateo, CA",US,37.563,-122.3255,1/22/20,0,0,0
340,"Sonoma County, CA",US,38.578,-122.9888,1/22/20,0,0,0
341,"Umatilla, OR",US,45.775,-118.7606,1/22/20,0,0,0
342,"Fulton County, GA",US,33.8034,-84.3963,1/22/20,0,0,0
343,"Washington County, OR",US,45.547,-123.1386,1/22/20,0,0,0
344,"Snohomish County, WA",US,48.033,-121.8339,1/22/20,0,0,0
345,"Humboldt County, CA",US,40.745,-123.8695,1/22/20,0,0,0
346,"Sacramento County, CA",US,38.4747,-121.3542,1/22/20,0,0,0
347,"San Diego County, CA",US,32.7157,-117.1611,1/22/20,0,0,0
348,"San Benito, CA",US,36.5761,-120.9876,1/22/20,0,0,0
349,"Los Angeles, CA",US,34.0522,-118.2437,1/22/20,0,0,0
350,"King County, WA",US,47.6062,-122.3321,1/22/20,1,0,0
351,"Cook County, IL",US,41.7377,-87.6976,1/22/20,0,0,0
352,"Skagit, WA",US,48.4242,-121.7114,1/22/20,0,0,0
353,"Thurston, WA",US,46.8646,-122.7696,1/22/20,0,0,0
354,"Island, WA",US,48.1976,-122.5795,1/22/20,0,0,0
355,"Whatcom, WA",US,48.8787,-121.9719,1/22/20,0,0,0
356,"Marin, CA",US,38.0834,-122.7633,1/22/20,0,0,0
357,"Calaveras, CA",US,38.196,-120.6805,1/22/20,0,0,0
358,"Stanislaus, CA",US,37.5091,-120.9876,1/22/20,0,0,0
359,"San Joaquin, CA",US,36.6066,-120.189,1/22/20,0,0,0
360,"Essex, MA",US,42.632,-70.7829,1/22/20,0,0,0
361,"Charlton, GA",US,30.7917,-82.0843,1/22/20,0,0,0
362,"Collier, FL",US,26.07,-81.4279,1/22/20,0,0,0
363,"Pinellas, FL",US,27.8764,-82.7779,1/22/20,0,0,0
364,"Alachua, FL",US,29.7938,-82.4944,1/22/20,0,0,0
365,"Nassau, FL",US,30.5927,-81.8224,1/22/20,0,0,0
366,"Pasco, FL",US,28.3232,-82.4319,1/22/20,0,0,0
367,"Dallas, TX",US,32.7767,-96.79700000000001,1/22/20,0,0,0
368,"Tarrant, TX",US,32.7732,-97.3517,1/22/20,0,0,0
369,"Montgomery, TX",US,30.3883,-95.6963,1/22/20,0,0,0
370,"Middlesex, NJ",US,40.5726,-74.4927,1/22/20,0,0,0
371,"Jefferson, CO",US,39.58,-105.2663,1/22/20,0,0,0
372,"Multnomah, OR",US,45.5146,-122.5863,1/22/20,0,0,0
373,"Polk, OR",US,44.9267,-123.4919,1/22/20,0,0,0
374,"Deschutes, OR",US,43.8325,-121.2617,1/22/20,0,0,0
375,"McHenry, IL",US,42.3334,-88.2668,1/22/20,0,0,0
376,"Lake, IL",US,42.3689,-87.8272,1/22/20,0,0,0
377,"Bucks, PA",US,40.4108,-75.2479,1/22/20,0,0,0
378,"Hanover, VA",US,37.7772,-77.5161,1/22/20,0,0,0
379,"Lancaster, SC",US,34.7253,-80.6771,1/22/20,0,0,0
380,"Sullivan, TN",US,36.4933,-82.3452,1/22/20,0,0,0
381,"Johnson, IN",US,39.4638,-86.1345,1/22/20,0,0,0
382,"Howard, IN",US,40.4483,-86.1345,1/22/20,0,0,0
383,"St. Joseph, IN",US,41.6228,-86.3377,1/22/20,0,0,0
384,"Knox, NE",US,42.6712,-97.8722,1/22/20,0,0,0
385,"Stark, OH",US,40.8685,-81.2519,1/22/20,0,0,0
386,"Anoka, MN",US,45.3293,-93.2197,1/22/20,0,0,0
387,"Olmsted, MN",US,43.9952,-92.3814,1/22/20,0,0,0
388,"Summit, UT",US,40.8298,-110.9984,1/22/20,0,0,0
389,"Fairfield, CT",US,41.256,-73.3709,1/22/20,0,0,0
390,"Litchfield, CT",US,41.7866,-73.2765,1/22/20,0,0,0
391,"Orleans, LA",US,29.9511,-90.0715,1/22/20,0,0,0
392,"Pennington, SD",US,43.8901,-102.2548,1/22/20,0,0,0
393,"Beadle, SD",US,44.4797,-98.2213,1/22/20,0,0,0
394,"Charles Mix, SD",US,43.0985,-98.3965,1/22/20,0,0,0
395,"Davison, SD",US,43.7242,-98.2213,1/22/20,0,0,0
396,"Minnehaha, SD",US,43.6632,-96.8351,1/22/20,0,0,0
397,"Bon Homme, SD",US,42.9815,-97.8722,1/22/20,0,0,0
398,"Socorro, NM",US,33.8837,-106.7235,1/22/20,0,0,0
399,"Bernalillo, NM",US,35.0178,-106.6291,1/22/20,0,0,0
400,"Oakland, MI",US,42.5922,-83.3362,1/22/20,0,0,0
401,"Wayne, MI",US,42.2791,-83.3362,1/22/20,0,0,0
402,"New Castle, DE",US,39.5393,-75.6674,1/22/20,0,0,0
403,,Cuba,22.0,-80.0,1/22/20,0,0,0
404,,Guyana,5.0,-58.75,1/22/20,0,0,0
405,Australian Capital Territory,Australia,-35.4735,149.0124,1/22/20,0,0,0
406,United Kingdom,United Kingdom,55.3781,-3.4360000000000004,1/22/20,0,0,0
407,,Kazakhstan,48.0196,66.9237,1/22/20,0,0,0
408,French Polynesia,France,-17.6797,149.4068,1/22/20,0,0,0
409,,Cayman Islands,19.3133,-81.2546,1/22/20,0,0,0
